gene_name	A1	A2	A3	AV1	AV2	AV3
2010106C02Rik	0	0	0	0	0	0
2010106E10Rik	0	0	0	0	0	0
2010106G04Rik	0	0	0	0	0	0
2010109A12Rik	1	1	1	1	0	1
2010109P13Rik	0	0	0	0	0	0
2010110E17Rik	0	0	0	0	0	0
2010110G14Rik	0	0	0	0	0	0
2010110K18Rik	1	1	2	4	3	0
2010203P06Rik	0	0	0	0	0	0
2010204K13Rik	2	3	2	2	2	3
2010308F09Rik	0	0	0	0	0	0
2010309G21Rik	0	0	0	1	0	0
2010310C07Rik	2	4	4	1	3	6
2010315B03Rik	53	81.999	84	53	72	96
2010320M18Rik	22	30	43	41	27	25
2010320O07Rik	0	0	0	0	0	0
2200002A13Rik	0	0	0	1	1	0
2200002D01Rik	0	5.191	2.87	9.674	1.606	2
2200002J24Rik	0	0	0	0	0	0
2200007N16Rik	0	0	0	0	0	0
2210009P08Rik	0	0	0	0	0	0
2210011K15Rik	0	0	0	0	0	0
2210016L21Rik	146	236	203	217	229	247
2210017I01Rik	0	0	0	0	0	0
2210020O09Rik	0	0	0	0	0	0
2210022D18Rik	0	0	0	0	0	0
2210039B01Rik	0	0	1	2	1	1.087
2210404E10Rik	0	0	1	0	0	0
2210406H18Rik	27	42	25	28	32	43
2210406O10Rik	0	0	0	1	2	0
2210408F21Rik	34	52	38.999	55.001	46.988	62.999
2210408I21Rik	19	38	22	21	28	49.001
2210409D07Rik	0	0	0	0	0	0
2210409E12Rik	0	0	0	0	0	0
2210411M09Rik	0	0	0	0	0	0
2210412B16Rik	0	0	0	1	0	0
2210414B05Rik	0	0	0	0	0	0
2210414F02Rik	0	0	0	0	0	0
2210417A02Rik	0	2	0	2	0	1
2210418O10Rik	4.72	0	0	5.237	10.612	0
2210420H20Rik	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0
2300009A05Rik	20.008	51.132	45.004	48.979	39.576	46.865
2310001H17Rik	48	53.001	69	47.001	43.145	69.002
2310001K20Rik	0	0	0	0	0	0
2310001K24Rik	0	1.041	2.057	2.075	6.08	2.085
2310002D06Rik	0	0	0	0	0	0
2310002F09Rik	2.937	3	2.124	2.616	1	1
2310002L09Rik	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0
2310005A03Rik	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0
2310008N11Rik	0	0	0	0	0	0
2310009B15Rik	6	11	9	7	14.001	19
2310010J17Rik	12	11	8	3	5	9
2310011J03Rik	381	576	489	552	497	706
2310014F06Rik	0	0	0	0	0	0
2310015A10Rik	14.001	12	17	19	5	26
2310015A16Rik	0	0	0	0	0	0
2310015D24Rik	0	0	0	1	0	0
2310015K22Rik	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0
2310016D23Rik	0	0	0	0	0	0
2310016G11Rik	0	0	0	0	0	0
2310020H05Rik	0	0	0	0	0	0
2310022A10Rik	653.999	876.999	766.001	971.001	1169	1340
2310022B05Rik	118	132	178	155	218	211
2310026I22Rik	0	0	0	0	0	0
2310026L22Rik	1	0	0	0	0	0
2310030A07Rik	0	0	0	0	0	0
2310030G06Rik	0	0	0	2	1	0
2310033P09Rik	176	258	254	203	275	363
2310034C09Rik	0	0	0	0	0	0
2310034G01Rik	1	7	4	3	0	1
2310034O05Rik	0	0	0	0	0	0
2310039H08Rik	18	39	29	27	20	46
2310039L15Rik	0	0	0	0	0	0
2310040G07Rik	1	0	1	0	0	0
2310040G24Rik	12.999	25	14	36	16	26
2310043L19Rik	0	0	0	0	0	0
2310043M15Rik	6	3	2	5	6.031	8
2310043O21Rik	0	0	0	0	0	0
2310043P16Rik	8	12	10	11	13	11
2310044K18Rik	0	0	0	0	0	0
2310047D07Rik	2	0	1	4	3	3
2310047K21Rik	0	7	1	1	1	6
2310057J18Rik	0	0	0	0	0	0
2310057M21Rik	109	145	130	140.999	163	178
2310057N15Rik	0	0	0	0	0	0
2310058D17Rik	15	14	5	18	18	16
2310061I04Rik	61	77	90	93	97	127.001
2310061N02Rik	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0
2310067P03Rik	0	0	0	0	0	0
2310068J16Rik	1.008	4.975	4.184	3.002	2.014	1.002
2310069B03Rik	0	0	0	0	0	0
2310074N15Rik	0	0	0	2	1	0
2310075C17Rik	0	0	0	0	0	1
2310079G19Rik	0	0	0	0	0	0
2310081O03Rik	0	1	0	0	0	0
2400006E01Rik	0	0	0	0	0	0
2410002F23Rik	454.945	578.777	577.946	632.644	552.866	779.999
2410003I16Rik	0	0	0	0	0	0
2410003L11Rik	5	3	4	6	3	1
2410004B18Rik	150	209	190.001	186	217.001	309.001
2410004I01Rik	0	0	0	0	0	0
2410004P03Rik	50	59.001	80	78	45	89
2410006H16Rik	174.001	295.001	232.999	294	199	346
2410012E07Rik	0	0	0	0	0	0
2410017I17Rik	0	0	0	0	0	1
2410018L13Rik	0	0	0	0	0	0
2410021H03Rik	0	0	0	0	0	0
2410022M11Rik	10	13	10	13	15	25
2410039M03Rik	0	0	0	0	0	0
2410080I02Rik	0	0	0	0	0	0
2410124H12Rik	0	0	0	0	0	0
2410137M14Rik	0	0	0	0	0	0
2410152P15Rik	0	0	0	0	0	0
2500002B13Rik	19.909	30.95	15.765	18.71	8.852	19.103
2500004C02Rik	6.331	12	14.177	9.023	13.037	14.069
2510002D24Rik	75	71	76	65	74	110
2510009E07Rik	324.001	452	372.999	369	308	484
2510016D11Rik	2	1	2	3	1	2
2510017J16Rik	3	3	3	7	6	5
2510039O18Rik	1337	1841	1630	1892	2094	2379
2510046G10Rik	2	5	5.004	4.024	1.018	3.003
2600002D14Rik	0	0	0	0	0	0
2600006K01Rik	0	2	6	5	3	21.673
2600014E21Rik	0	0	0	0	0	0
2610001A08Rik	0	0	0	0	0	0
2610005L07Rik	357.568	374.436	378.758	462.158	399.888	578.544
2610008E11Rik	34	49	38	44	59	79
2610011E03Rik	0	0	0	0	0	0
2610012C04Rik	0	0	0	0	0	0
2610016A17Rik	0	0	0	0	0	0
2610017A05Rik	0	0	1	0	3	2
2610020C07Rik	20.005	16.012	9.001	22.005	25.018	25.038
2610021A01Rik	75.138	112	87	86	73	111
2610024D14Rik	0	0	0	0	0	0
2610027F03Rik	0	0	0	0	0	0
2610027K06Rik	1	0	0	1.008	0	0
2610028D06Rik	0	1	2	0	0	0
2610028E06Rik	0	0	0	0	0	0
2610028H24Rik	3.715	3.895	5.743	2.332	1.406	5.365
2610029K11Rik	129.505	210.83	189.153	152.779	155.9	247.349
2610034O05Rik	0	0	0	0	0	0
2610035D17Rik	0	2	0	0	1	15
2610035F20Rik	0	0	0	0	0	0
2610037D02Rik	1	7	9	10	4	11
2610042L04Rik	0	0	0	0	0	0
2610105M22Rik	0	0	0	0	0	0
2610203C22Rik	22	16	23	12	12	11
2610204G07Rik	0	0	0	0	0	0
2610206C17Rik	0	2	1	4	2	0
2610300A13Rik	0	0	0	0	0	0
2610300M13Rik	0	0	0	0	0	0
2610303G11Rik	0	0	0	0	0	0
2610306M01Rik	8	11	12	16	4	10
2610306O10Rik	4	5	5	2	2	4
2610307P16Rik	3	1	2	1	0	2
2610316D01Rik	0	0	0	0	0	0
2610318M16Rik	0	0	0	0	0	0
2610318N02Rik	13	13	9	16	9	18.001
2610507I01Rik	146	177	200.001	169	170.999	286
2610509F24Rik	0	0	0	0	0	0
2610528J11Rik	0	0	0	1	0	0
2700016F22Rik	0	1	0	0	0	0
2700029L08Rik	2	2	2	2	1	1
2700033N17Rik	0	0	0	0	0	0
2700038G22Rik	4	9	11	8	11	8
2700046A07Rik	1	0	0	0	0	0
2700049A03Rik	95	79	97	118	122	176
2700052C19Rik	0	0	0	0	0	0
2700054A10Rik	1	1	2	0	0	0
2700062C07Rik	56	76.001	57.001	73	71.999	110
2700068H02Rik	0	0	0	0	1	0
2700069I18Rik	0	0	0	0	0	0
2700078F05Rik	0	0	0	0	0	1
2700080J24Rik	0	0	0	0	0	0
2700089I24Rik	0	0	0	0	0	0
2700097O09Rik	86	90	108	96	87	147.001
2700099C18Rik	11	14.001	15	8	18	20
2810001A02Rik	45	70	48	91	69	86
2810001G20Rik	15	17	9	9	7	9
2810002D19Rik	25.612	33.081	29.043	39.941	23.139	41.512
2810004N23Rik	224	382	362.001	364	341	497
2810013P06Rik	45	69	58	71	48	99
2810021J22Rik	51	75	68	74	75	95
2810025M15Rik	93	135.888	102	117	109	136.384
2810029C07Rik	1	5	1	1	0	2
2810030D12Rik	0	1	0	0	0	0
2810032G03Rik	0	0	0	0	0	0
2810036E18Rik	0	2	1	0	0	0
2810039B14Rik	0	0	0	0	0	2.39
2810047C21Rik1	0	0	1.455	0	0	0
2810049E08Rik	0	0	0	0	0	0
2810402E24Rik	10	38	23	30	31	49
2810403D21Rik	3	5	5	8	2	6
2810403G07Rik	0	0	0	0	1	1
2810404F17Rik	0	0	0	0	0	0
2810404M03Rik	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0
2810405F17Rik	2	1	3	0	2	2
2810407A14Rik	0	1	0	0	0	0
2810408A11Rik	21	17	18.001	20	18	20
2810408I11Rik	2	3	2.081	7	6.991	6
2810414N06Rik	5	15	7	16	12	9
2810428J06Rik	1	7	5	2	0	5
2810429I04Rik	1	2	0	2	1	0
2810430I11Rik	0	0	0	0	0	0
2810432F15Rik	0	0	0	0	0	0
2810433D01Rik	0	1	0	0	1	0
2810442N19Rik	0	0	0	0	1	0
2810449D17Rik	15.662	10.988	14.908	25.935	19.352	28.315
2810454H06Rik	0	1	5	3	1	6
2810455O05Rik	1	3	1	4	2	3
2810457G06Rik	0	1.05	0	1.091	0	1.481
2810459M11Rik	1	0	2	1	2	1
2810461L16Rik	0	0	0	0	0	0
2810471M01Rik	0	0	0	0	0	0
2900002M20Rik	0	0	0	0	0	0
2900005J15Rik	10	7	11	5	4	7
2900009J06Rik	0	0	0	0	0	0
2900018N21Rik	0	0	2	2	0	0
2900022M07Rik	0	0	0	0	0	0
2900024D18Rik	0	0	0	0	0	0
2900026A02Rik	38	15	17	20	9	18
2900027M19Rik	0	0	0	0	0	0
2900035J10Rik	0	0	0	0	0	0
2900037B21Rik	0	0	0	0	0	0
2900040C04Rik	0	0	0	0	0	0
2900041M22Rik	0	0	0	0	0	0
2900042G08Rik	0	0	1	0	0	0
2900042K21Rik	0	0	0	0	0	0
2900045O20Rik	0	0	6	2	0	0
2900052L18Rik	0	2	1	0	0	0
2900052N01Rik	0	0	0	0	0	2
2900057B20Rik	0	0	0	0	0	0
2900060B14Rik	3	4	2	1	4	2
2900060N12Rik	0	0	0	0	0	0
2900064F13Rik	1	2	2	1	1	1
2900064K03Rik	3	2	0	3	1	1
2900069G24Rik	0	0	0	0	0	0
2900072N19Rik	0	0	0	0	0	0
2900076A07Rik	12.509	21.546	14.19	13.966	21.91	32.259
2900076G11Rik	0	0	0	0	1	0
2900078I11Rik	0	0	0	0	0	0
2900079G21Rik	0	0	0	0	0	0
2900089D17Rik	16	21	20	36	14	44
2900092C05Rik	0	0	0	0	0	0
2900092N22Rik	0	0	0	0	0	0
2900092O11Rik	0	0	0	0	0	0
2900093K20Rik	2	4	5	9	3	3
3000002C10Rik	0	0	0	0	1.036	0
3010001F23Rik	0	0	0	0	0	0
3010003L21Rik	1	1	0	6	5	6.01
3100003L05Rik	0	0	0	0	0	0
3110004A20Rik	0	0	0	0	0	0
3110006O06Rik	1	2	0	1	5	5
3110009E18Rik	3	6	7	5	9	7
3110009F21Rik	0	0	0	0	0	0
3110009M11Rik	1	0	0	0	0	1
3110015C05Rik	0	0	0	0	0	0
3110018I06Rik	0	0	0	0	0	0
3110031N09Rik	0	0	0	0	0	0
3110039M20Rik	0	0	0	0	0	0
3110040M04Rik	0	0	0	0	0	0
3110040N11Rik	56.999	65	62.001	61.999	70.001	83
3110043J17Rik	0	0	0	0	0	0
3110045C21Rik	0	2	1	0	1.139	5
3110053B16Rik	0	0	0	0	0	0
3110056K07Rik	20	36	23	39	27	43
3110062G12Rik	0	1	0	1	1	0
3110067C02Rik	0	0	0	0	0	0
3110070M22Rik	4	3	1	3	4	3
3110080E11Rik	0	0	0	0	0	0
3110080O07Rik	0	0	0	0	0	0
3110082I17Rik	244.836	343.618	328.666	324.054	266.748	424.349
3110082J24Rik	0	0	0	0	1	0
3110083C13Rik	0	0	1	0	0	1
3110099E03Rik	0	0	0	0	0	0
3200001D21Rik	0	0	0	2	0	0
3222401L13Rik	5	12	5	9	2	9
3300002A11Rik	0	0	0	0	0	0
3300002I08Rik	5	1	8	3	10.001	5
3300002P09Rik	6	11	10	19	19	19
3300002P13Rik	0	0	0	0	0	0
3300005D01Rik	1	0	2	1	2	0
3425401B19Rik	0	0	0	0	0	0
3632454L22Rik	1	0	0	0	1	2
3732407C23Rik	0	0	0	0	0	0
3830403N18Rik	1	7.014	19.083	12.033	7	7
3830408C21Rik	4	6	2	2	4	7
3830422I06Rik	0	0	0	0	0	0
3830432H09Rik	0	0	0	0	0	3
3930402G23Rik	0	0	1	0	0	0
4122401K19Rik	0	0	0	0	2	0
4631405J19Rik	0	1	0	0	0	1
4631422I05Rik	0	0	0	0	0	0
4632404H12Rik	65	67	94	103	61	108
4632404M16Rik	0	0	0	0	0	0
4632411P08Rik	0	1	1	0	1	0
4632415L05Rik	0	8.823	0	6.308	0	0
4632418H02Rik	17	14	10	8	6	12
4632427E13Rik	8	3	7	13	10	8
4632428C04Rik	0	0	0	0	0	0
4632432E15Rik	0	0	0	0	0	0
4633401B06Rik	0	0	0	0	2	2
4731419I09Rik	3.094	4.057	6.024	7.311	5.064	15.63
4732414G09Rik	0	0	0	0	0	0
4732416N19Rik	7	4	2	1	0	0
4732419C18Rik	1	2	0	1	4	0
4732440D04Rik	13	14.264	16.514	18.046	22.089	22.818
4732463B04Rik	22.12	20.152	13.603	33.901	14.273	39.631
4732465J04Rik	0	2	0	1	0	1
4732471J01Rik	1.845	3	1	0	1	2
4732487G21Rik	46.31	55.255	72.958	72.416	44.192	74.685
4732490B19Rik	0	0	0	0	1	2
4732491K20Rik	7	6	3	10	3	10.001
4732496C06Rik	118	112	120	123	90	136
4831440D22Rik	0	0	0	0	0	0
4833403J16Rik	1.903	1	0	3.022	1	1
4833404L02Rik	0	0	0	0	0	0
4833405L11Rik	0	0	0	0	0	0
4833407H14Rik	75.727	89.525	87.212	116.005	51.78	138.346
4833408A19Rik	4	2	3	3	3	4
4833411C07Rik	0	0	0	0	1	1
4833412C05Rik	0	0	0	0	0	0
4833412C15Rik	0	0	0	0	0	0
4833412K13Rik	2	0	3	3	2	1
4833413E03Rik	0	0	0	0	0	0
4833413G10Rik	25	16	16	23.182	26.084	26.293
4833415N18Rik	0	0	0	0	0	0
4833417C18Rik	10.275	6.965	9	9	8	5
4833418N02Rik	6	9	5	7	4	10
4833419F23Rik	9.693	13.446	16	15.683	5.547	16
4833419O12Rik	0	0	0	0	0	0
4833420G17Rik	305.894	424.849	435.063	471.603	384.691	574.088
4833421G17Rik	0	0	0	0	0	0
4833421K07Rik	0	0	0	0	0	0
4833422C13Rik	0	0	0	0	0	1
4833422M21Rik	0	1	0	1	0	0
4833427F10Rik	0	0	0	0	0	0
4833428L15Rik	0	0	0	0	0	0
4833438C02Rik	69.238	94.704	76.236	90.536	85.278	140.556
4833439L19Rik	642	974	888.885	808.903	930	1516.999
4833445I07Rik	6	11	14	14	16	15
4833447P13Rik	4.556	4.77	5.917	9.542	9.724	13.82
4921501I09Rik	0	0	0	0	0	0
4921504A21Rik	0	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0
4921507G05Rik	1	3	0	3	1	0
4921507P07Rik	1	3	1	5	3	2
4921508D12Rik	0	0	0	0	0	0
4921508M14Rik	0	0	0	0	0	0
4921509A06Rik	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0
4921509O07Rik	0	0	0	0	0	0
4921509O09Rik	0	0	0	0	0	0
4921511C10Rik	0	0	0	0	0	0
4921511C20Rik	0	0	0	0	0	0
4921511E07Rik	0	0	0	0	0	0
4921511I17Rik	0	1	0	0	0	0
4921513H07Rik	0	0	0	0	0	0
4921513I03Rik	0	0	0	0	0	0
4921513I08Rik	0	0	0	0	0	0
4921514A10Rik	0	2.001	5.001	4.082	3.001	10.023
4921515E04Rik	0	0	0	0	0	0
4921515G04Rik	0	0	0	0	0	1
4921515L22Rik	0	2	1	0	0	1
4921516A02Rik	0	51.583	46.327	24.603	16.256	49.913
4921517D16Rik	0	0	0	0	0	0
4921517D22Rik	0	0	0	0	0	0
4921518K17Rik	0	0	0	0	0	0
4921520J07Rik	0	0	0	0	0	0
4921520N01Rik	0	0	0	0	0	0
4921521D15Rik	0	0	0	0	0	0
4921522A10Rik	0	0	0	0	0	0
4921522P10Rik	0	1	1	0	0	0
4921523L03Rik	0	0	0	1	0	2
4921524J17Rik	90	137	125	125	187	145
4921524L21Rik	0	0	0	0	0	0
4921525O09Rik	0	0	0	0	0	0
4921527H02Rik	0	0	0	0	0	0
4921528I07Rik	0	0	0	0	0	0
4921529L05Rik	2	0	0	0	1	0
4921531C22Rik	16	21	26	46	40	49
4921531P14Rik	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0
4921534A09Rik	0	0	1	0	0	1
4921534H16Rik	0	0	0	0	0	0
4921536K21Rik	12	11	18	25	21	13
4921539E11Rik	0	0	0	0	0	0
4921539H07Rik	0	0	0	0	0	0
4922502N22Rik	0	0	0	0	0	0
4930401A07Rik	0	0	0	0	0	0
4930401C15Rik	0	0	0	0	0	0
4930401G09Rik	0	0	0	0	0	0
4930401O10Rik	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0
4930402C01Rik	0	0	0	0	0	0
4930402D18Rik	0	0	0	0	0	0
4930402F06Rik	2	0	0	2	0	0
4930402F11Rik	0	0	0	0	0	0
4930402H05Rik	0	0	0	0	0	0
4930402K13Rik	0	0	0	0	0	0
4930403D09Rik	0	0	0	0	0	0.887
4930403O18Rik	0	0	0	0	0	0
4930403P22Rik	0	1	0	1	0	0
4930404A05Rik	0	0	0	0	0	0
4930404A12Rik	25.628	14.995	32.135	23.452	25.572	36.012
4930404H11Rik	0	0	0	0	0	0
4930404H24Rik	0	0	0	0	0	0
4930404I05Rik	12.783	13.567	17.861	16.796	16.056	18.579
4930404I20Rik	0	0	0	0	0	0
4930404K13Rik	0	0	0	0	0	0
4930404O17Rik	0	0	0	0	0	0
4930405A10Rik	1	1	1	0	0	0
4930405A21Rik	3	2	1	3	0	1
4930405D01Rik	0	0	0	0	0	0
4930405D11Rik	0	0	0	0	0	0
4930405G09Rik	0	0	0	0	0	0
4930405H06Rik	0	0	0	0	0	0
4930405J17Rik	0	0	0	0	0	0
4930405L22Rik	0	0	0	0	0	0
4930405N21Rik	0	0	0	0	0	0
4930405O22Rik	0	0	0	0	1	0
4930406D18Rik	0	0	0	0	0	0
4930407G08Rik	0	0	0	0	0	0
4930407I10Rik	0	2	0	0	0	0
4930407I19Rik	0	0	0	0	0	0
4930408K08Rik	0	0	0	0	0	0
4930408O17Rik	0	0	0	0	0	0
4930412B13Rik	0	0	0	0	0	0
4930412C18Rik	4	10	8	8	6	7
4930412E21Rik	0	0	0	0	0	0
4930412F09Rik	0	0	0	0	0	0
4930412F12Rik	1	3	1.232	3	1	1.014
4930412M03Rik	0	1	2	0	0	3
4930413E15Rik	0	0	0	0	0	0
4930413F20Rik	0	0	0	0	0	0
4930413G21Rik	0	0	2	3	1	0
4930414F18Rik	0	0	0	0	0	0
4930414N06Rik	0	0	1	1	0	2
4930415C11Rik	0	0	0	0	0	0
4930415H17Rik	0	0	0	0	0	0
4930415O11Rik	0	0	0	0	0	0
4930415P13Rik	0	0	0	0	0	0
4930417H01Rik	0	0	0	0	0	0
4930417O13Rik	9	10	13	25	12	28
4930417O22Rik	0	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0
4930420G21Rik	0	0	0	0	0	0
4930420N18Rik	0	0	0	0	0	0
4930421C12Rik	0	0	0	0	0	0
4930421P07Rik	0	0	0	0	0	0
4930421P22Rik	0	0	0	0	1	0
4930422C21Rik	0	0	0	0	0	0
4930422I22Rik	0	0	0	0	0	0
4930422M22Rik	0	0	0	3	3	2
4930423C22Rik	0	0	0	0	0	0
4930423D22Rik	0	1	1	0	1	0
4930423D24Rik	0	0	0	0	0	0
4930423K06Rik	4	1.001	3.007	6.123	1.095	2.005
4930423M02Rik	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	0	0
4930425K24Rik	0	0	0	0	0	0
4930425L21Rik	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0
4930425P05Rik	0	0	0	0	0	0
4930426D05Rik	0	0	0	0	0	1
4930426I24Rik	0	1	0	0	0	1
4930426L09Rik	3	3	3	2	3	3
4930428D20Rik	0	0	0	0	0	0
4930428E07Rik	0	0	0	0	0	0
4930428N03Rik	0	0	0	0	0	0
4930428O21Rik	0	0	0	0	0	0
4930429C20Rik	0	0	0	0	0	0
4930429D17Rik	0	0	0	0	0	0
4930429F24Rik	0	0	0	0	0	1
4930429H19Rik	0	0	0	0	0	0
4930429P21Rik	0	0	1	0	0	0
4930430E12Rik	27	56	57	73	81	80
4930430F21Rik	0	0	0	0	0	0
4930430O22Rik	0	0	0	0	0	0
4930431F10Rik	0	0	0	1	0	0
4930431F12Rik	0	0	0	0	0	0
4930431L21Rik	0	0	0	0	0	0
4930431P03Rik	38.416	10.473	4.309	9.734	22.545	14.25
4930431P19Rik	5	11	7	13	5.158	10
4930431P22Rik	0	0	0	0	0	0
4930432B10Rik	1	0	1	4	1	0
4930432E11Rik	0	0	0	0	0	0
4930432H08Rik	0	0	0	0	0	0
4930432J09Rik	0	0	0	0	0	0
4930432L08Rik	0	0	0	0	0	0
4930432M17Rik	0	0	0	0	0	0
4930432O09Rik	0	0	1	0	0	0
4930433B08Rik	0	0	0	0	0	0
4930433E05Rik	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0
4930433J02Rik	0	0	0	0	0	0
4930433N12Rik	0	0	0	0	0	0
4930434B07Rik	0	0	0	0	0	0
4930434F21Rik	0	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0
4930434J08Rik	6	12	24	23	26	30
4930434O05Rik	0	0	0	0	0	0
4930435C17Rik	0	0	0	0	0	0
4930435F18Rik	0	0	0	0	0	0
4930435M08Rik	0	0	0	0	0	0
4930435N07Rik	0	0	0	0	0	0
4930437M23Rik	0	0	0	0	0	0
4930438A08Rik	0	0	0	0	0	0
4930438E09Rik	0	0	0	0	0	0
4930439A04Rik	0	0	0	0	0	0
4930439D14Rik	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0
4930441H08Rik	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0
4930442G10Rik	0	0	0	0	0	0
4930442G15Rik	0	0	0	0	0	0
4930442H23Rik	0	1	2	0	1	1
4930442J19Rik	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0
4930442P19Rik	0	0	0	0	0	0
4930443G03Rik	0	0	0	0	0	0
4930443O20Rik	0	0	0	0	0	0
4930444A19Rik	0	2.003	0	0	0	0
4930444E06Rik	0	0	0	0	0	0
4930444F02Rik	0	0	0	0	0	0
4930444K16Rik	0	0	0	0	0	0
4930444M15Rik	0	0	0	0	0	0
4930444P10Rik	0	0	0	1	0	1
4930445B16Rik	0	0	0	0	0	0
4930445E18Rik	0	0	0	0	0	0
4930445N06Rik	0	0	0	0	0	0
4930445N08Rik	0	0	0	0	0	0
4930445N18Rik	0	0	0	0	0	0
4930447A16Rik	0	0	0	0	0	0
4930447C04Rik	0	0	0	0	0	0
4930447C11Rik	0	0	0	1	0	0
4930447F04Rik	0	0	0	0	0	0
4930447F24Rik	8	3	0	3	2	2
4930447J18Rik	0	0	0	0	0	0
4930447K03Rik	0	0	0	0	0	0
4930447M23Rik	6	8	3	7	8	6
4930447N08Rik	0	0	0	0	0	0
4930448A20Rik	1	0	0	0	1	1
4930448C13Rik	0	0	0	0	0	0
4930448D08Rik	0	0	0	0	0	0
4930448E22Rik	0	0	0	0	0	0
4930448F12Rik	0	0	0	0	0	0
4930448H16Rik	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0
4930448I18Rik	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0
4930449A18Rik	0	0	0	0	0	0
4930449C09Rik	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0
4930449E18Rik	0	0	0	0	0	0
4930449I04Rik	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0
4930451E10Rik	1	1	1	0	1	1
4930451I11Rik	0	0	0	0	0	0
4930452A19Rik	0	0	0	0	0	0
4930452G13Rik	0	0	0	0	0	0
4930452L12Rik	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0
4930453C13Rik	0	0	0	0	0	0
4930453H23Rik	0	0	0	0	0	0
4930453L07Rik	0	0	0	0	0	0
4930453N24Rik	196	241	264	258	309	412
4930453O03Rik	0	0	0	0	0	0
4930455B14Rik	0	0	0	0	0	0
4930455C13Rik	0	1.027	0	2.195	1.008	5.043
4930455G09Rik	10	13	22	17	6	16
4930455H04Rik	0	0	0	0	0	0
4930455J16Rik	0	0	0	0	0	0
4930455M05Rik	0	0	0	0	0	0
4930456G14Rik	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	0	0
4930458A03Rik	0	0	0	0	0	0
4930458B22Rik	0	0	0	0	0	0
4930458D05Rik	19.363	23.143	11.633	36.758	18.59	31.563
4930458K08Rik	0	0	0	0	0	0
4930459C07Rik	1	0	0	0	1	1
4930459L07Rik	0	0	0	0	0	0
4930461C15Rik	0	0	0	0	0	0
4930461G14Rik	0	0	0	0	0	0
4930463O16Rik	0	0	0	0	0	0
4930465I24Rik	0	0	0	0	0	0
4930465K09Rik	0	0	0	0	0	0
4930465M20Rik	0	0	0	0	0	0
4930466I24Rik	0	0	0	0	0	0
4930466K18Rik	0	0	4	1	0	1
4930467D21Rik	0	0	0	0	0	0
4930467J12Rik	0	0	0	0	0	0
4930467K11Rik	0	0	0	0	0	0
4930469B13Rik	0	0	0	0	0	0
4930469K13Rik	0	0	0	0	0	1
4930470B04Rik	0	0	0	0	0	0
4930470G03Rik	0	1.711	2.123	3.105	3.386	1.3
4930470H14Rik	3	3	1	5	0	2
4930470O06Rik	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	0	0
4930471D02Rik	0	0	0	0	0	0
4930471E15Rik	0	0	0	0	0	0
4930471E19Rik	0	2	0	1	0	0
4930471G03Rik	0	0	0	0	0	0
4930471G24Rik	0	0	0	0	0	0
4930471L23Rik	0	0	0	0	0	0
4930471M09Rik	0	1	0	0	0	0
4930473A02Rik	0	0	0	1.004	0	2
4930473D10Rik	0	0	0	0	0	0
4930473H19Rik	0	1	1	0	0	0
4930473O22Rik	0	0	0	0	0	0
4930474B08Rik	0	0	0	0	0	0
4930474H06Rik	0	0	0	0	0	0
4930474H20Rik	0	0	0	0	0	0
4930474M22Rik	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0
4930474N09Rik	0	3	0	1	0	0
4930477E14Rik	0	0	0	0	0	0
4930477G07Rik	0	0	0	0	0	0
4930477N07Rik	0	0	0	0	0	0
4930477O15Rik	0	0	0	0	0	0
4930478E11Rik	0	0	0	0	0	0
4930478K11Rik	0	0	0	0	0	0
4930478L05Rik	0	0	0	0	0	0
4930478M09Rik	0	0	0	0	0	0
4930478M13Rik	0	0	0	0	0	0
4930478P22Rik	0	0	0	0	0	0
4930479D17Rik	0	0	0	1	3	0
4930479H17Rik	0	0	0	0	0	0
